race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4497,1,2016,FireKeepers Casino 400,1,FALSE,133,Michigan International Speedway,2016-06-12T13:00:00,2016-06-12T13:00:00,2016-06-10T00:00:00,400,400,200,200,40,3859,199.557,NA,14,8,9,46,134.241,02:58:47,0,"Joey Logano won the FireKeepers Casino 400 at Michigan International Speedway, his 15th NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 23 (Backup car). ",0,MRN,FS1,917,Michigan
4505,1,2016,Pure Michigan 400,1,FALSE,133,Michigan International Speedway,2016-08-28T14:00:00,2016-08-28T14:00:00,2016-08-26T00:00:00,400,400,200,200,40,3859,201.698,NA,20,13,4,17,162.73,02:27:29,0,"Kyle Larson won the Pure Michigan 400 at Michigan International Speedway, his first career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: #95 (driver change).",0,MRN,NBCSN,930,Michigan
4510,1,2016,Bad Boy Off Road 300,1,FALSE,138,New Hampshire Motor Speedway,2016-09-25T14:00:00,2016-09-25T14:00:00,2016-09-23T00:00:00,317.4,317.4,300,300,40,923,135.453,NA,14,8,6,31,109.291,02:54:15,0,"Kevin Harvick won the Bad Boy Off Road 300 at New Hampshire Motor Speedway, his 34th career NASCAR Sprint Cup Series victory. Prior to the start of the race the following car started from the rear of the field for the reason indicated: No. 5 (Unapproved adjustments).",0,PRN,NBCSN,1814,New Hampshire
4501,1,2016,New Hampshire 301,1,FALSE,138,New Hampshire Motor Speedway,2016-07-17T13:30:00,2016-07-17T13:30:00,2016-07-15T00:00:00,318.46,318.458,301,301,40,1717,133.971,NA,13,6,7,36,107.416,02:57:53,0,"Matt Kenseth won the New Hampshire 301 at New Hampshire Motor Speedway, his 38th career NASCAR Sprint Cup Series victory. No cars dropped to the rear of the field prior to the start of the race.",0,PRN,NBCSN,1683,New Hampshire
4504,1,2016,Cheez-It 355 at The Glen,1,FALSE,157,Watkins Glen International,2016-08-07T14:30:00,2016-08-07T14:30:00,2016-08-06T00:00:00,220.5,220.5,90,90,40,923,126.562,NA,9,8,8,20,89.513,02:27:48,0,"Denny Hamlin won the Cheez-It 355 at The Glen at Watkins Glen International, his 28th career NASCAR Sprint Cup Series victory. Prior to the start of the race, no cars dropped to the rear of the field.",0,MRN,USA,1482,Watkins-Glen
4512,1,2016,Bank of America 500,1,FALSE,162,Charlotte Motor Speedway,2016-10-08T19:00:00,2016-10-09T12:00:00,2016-10-06T00:00:00,501,501,334,334,40,1416,196.029,NA,17,9,8,51,134.929,03:42:47,0,"Jimmie Johnson won the Bank of America 500 at Charlotte Motor Speedway, his 78th career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following car dropped to the rear of the field for the reason indicated: No. 20 (Unapproved adjustments).",0,PRN,NBC,468,Charlotte
4492,1,2016,Sprint Showdown,2,FALSE,162,Charlotte Motor Speedway,2016-05-20T19:00:00,2016-05-21T11:00:00,1900-01-01T00:00:00,60,75,40,50,25,0,0,NA,4,5,3,6,82.924,00:54:16,0,,0,MRN,FS1,3690,Charlotte
4493,1,2016,"NASCAR Sprint All-Star Race",2,FALSE,162,Charlotte Motor Speedway,2016-05-21T19:00:00,2016-05-21T19:00:00,1900-01-01T00:00:00,135,169.5,110,113,20,0,0,NA,13,7,4,19,98.103,01:43:40,0,"Joey Logano won the NASCAR Sprint All-Star Race at Charlotte Motor Speedway, his first career win in the annual non-points event.",0,MRN,FS1,3670,Charlotte
4494,1,2016,Coca-Cola 600,1,FALSE,162,Charlotte Motor Speedway,2016-05-29T18:00:00,2016-05-29T18:00:00,2016-05-26T00:00:00,600,600,400,400,40,3368,192.328,NA,9,4,4,19,160.655,03:44:05,0,"Martin Truex Jr. won the Coca-Cola 600 at Charlotte Motor Speedway, his fourth career NASCAR Sprint Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: No. 83 (transmission change) and No. 14 (unapproved adjustments).",0,PRN,FOX,447,Charlotte
4496,1,2016,Axalta 'We Paint Winners' 400,1,FALSE,198,Pocono Raceway,2016-06-05T13:00:00,2016-06-06T12:00:00,2016-06-03T00:00:00,400,400,160,160,40,1816,181.726,NA,14,10,10,40,125.49,03:11:15,0,"Kurt Busch won the Axalta ""We Paint Winners"" 400 at Pocono Raceway, his 28th career NASCAR Sprint Cup Series victory.",0,MRN,FS1,1358,Pocono
4503,1,2016,Pennsylvania 400,1,FALSE,198,Pocono Raceway,2016-07-31T13:30:00,2016-08-01T11:00:00,2016-07-29T00:00:00,400,345,160,138,40,3368,179.244,NA,19,11,7,31,127.581,02:42:15,0,"Chris Buescher won the Pennsylvania 400 at Pocono Raceway, his first career NASCAR Sprint Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reason indicated: #43 (rear differential change) and #41 (unapproved adjustments).",0,MRN,NBCSN,1122,Pocono
